频道名,地址,跳过原因
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8,重复URL
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend,重复URL
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8,重复URL
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8,重复URL
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8,重复URL
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend,重复URL
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8,重复URL
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend,重复URL
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend?,重复URL
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8,重复URL
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8,重复URL
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8,重复URL
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend,重复URL
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend,重复URL
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8,重复URL
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569,重复URL
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8,重复URL
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8,重复URL
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8,重复URL
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8#@http://live.dxhmt.cn:9081/tv/11681-1.m3u8#@http://p2.weizan.cn/978354/131995006225520039/live.m3u8,重复URL
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8,重复URL
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569,重复URL
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend,重复URL
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend,重复URL
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8,重复URL
永城综合,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8,重复URL
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8,重复URL
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend,重复URL
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend,重复URL
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend?,重复URL
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8,重复URL
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569,重复URL
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend,重复URL
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8,重复URL
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8,重复URL
邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8,重复URL
邯郸新闻,https://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8,重复URL
邯郸科教,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8,重复URL
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8,重复URL
邢台综合,https://jwplay.hebyun.com.cn:443/live/xtsrmtzs/1500k/tzwj_video.m3u8,重复URL
衡水公共,http://ls.qingting.fm/live/2810.m3u8,重复URL
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8,重复URL
河北农民,https://ls.qingting.fm/live/1650/64k.m3u8,重复URL
河北农民,http://ls.qingting.fm/live/1650.m3u8,重复URL
河北农民,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd,重复URL
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8,重复URL
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8,重复URL
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,重复URL
平泉综合,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8,重复URL
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8,重复URL
安顺新闻,https://ls.qingting.fm/live/5022203/64k.m3u8,重复URL
嘉峪关综合,http://play.kankanlive.com/live/1720583434627241.m3u8,重复URL
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8,重复URL
渭源新闻,http://play.kankanlive.com/live/1720408280309109.m3u8,重复URL
白银综合,http://play.kankanlive.com/live/1720408089419110.m3u8,重复URL
秦安综合,https://play.kankanlive.com/live/1659926941626981.m3u8,重复URL
西峰综合,https://play.kankanlive.com/live/1683944827526991.m3u8,重复URL
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8,重复URL
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8,重复URL
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8,重复URL
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd,重复URL
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd,重复URL
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8,重复URL
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd,重复URL
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8,重复URL
新疆卫视,http://goo.bkpcp.top/mg/xjws,重复URL
巴音郭楞州,rtmp://tv.loulannews.cn/channellive/ch1,无效URL（非 http/https/rtsp 开头）
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8,重复URL
山东生活,http://ls.qingting.fm/live/60260.m3u8,重复URL
济南新闻综合,https://stream1.freetv.fun/ji-nan-zong-he-2.m3u8,重复URL
太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0,重复URL
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd,重复URL
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd,重复URL
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8,重复URL
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],重复URL
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8,重复URL
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd,重复URL
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd,重复URL
铜陵新闻综合,https://ls.qingting.fm/live/21303/64k.m3u8,重复URL
祁门综合,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd,重复URL
广德生活,https://live.gdtv.ah.cn/live/newsTV.m3u8,重复URL
六安新闻综合,http://ls.qingting.fm/live/267.m3u8,重复URL
六安公共,http://ls.qingting.fm/live/1794199.m3u8,重复URL
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd,重复URL
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8,重复URL
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd,重复URL
宁夏经济,https://ls.qingting.fm/live/1841/64k.m3u8,重复URL
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8,重复URL
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#,重复URL
吉林乡村,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8,重复URL
内蒙古经济生活,https://ls.qingting.fm/live/1885/64k.m3u8,重复URL
易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8,重复URL
通海电视台,https://zb-live.ynurl.com/tonghai/3bfe3a9e-48e6-4c1e-8770-1df66447cc6c.m3u8,重复URL
陇川综合,https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8,重复URL
云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8,重复URL
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8,重复URL
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqing,重复URL
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8,重复URL
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd,重复URL
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8,重复URL
西宁新闻综合,rtmp://liveout.xntv.tv/a65jur/96iln2,无效URL（非 http/https/rtsp 开头）
西宁新闻综合,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd,重复URL
西宁新闻综合,https://liveout.xntv.tv/a65jur/90p2i1.m3u8,重复URL
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd,重复URL
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd,重复URL
黑龙江少儿,https://ls.qingting.fm/live/4972/64k.m3u8,重复URL
黑龙江新闻,https://ls.qingting.fm/live/4974/64k.m3u8,重复URL
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8,重复URL
双鸭山综合,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8,重复URL
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8,重复URL
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv,重复URL
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv,重复URL
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8,重复URL
香港卫视,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8,重复URL
纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8,重复URL
纬来体育,https://epg.pw/stream/ab6df63b64d0cc44a1f4f029ed847a26fa54a7aebd455578fb05a63f02c22f4b.m3u8,重复URL
纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8,重复URL
靖天资讯,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv065,重复URL
靖天资讯,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp6LOH6KiK5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89,重复URL
靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv055,重复URL
靖天映画,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv055/index.m3u8,重复URL
靖天映画,https://4gtv.dxjc.pp.ua/4gtv-4gtv055/index.m3u8,重复URL
靖天映画,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5pig55Wr&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89,重复URL
靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058,重复URL
靖天戏剧,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89,重复URL
东森电影,https://hls-gateway.vpstv.net/streams/476995.m3u8,重复URL
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-8.ctv,重复URL
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8,重复URL
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper,重复URL
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.m3u8,重复URL
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv,重复URL
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-8.m3u8,重复URL
广东体育,http://r.jdshipin.com/LiYdg,重复URL
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8,重复URL
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8,重复URL
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty,重复URL
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty,重复URL
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport,重复URL
纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8,重复URL
纬来体育,https://epg.pw/stream/ab6df63b64d0cc44a1f4f029ed847a26fa54a7aebd455578fb05a63f02c22f4b.m3u8,重复URL
纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8,重复URL
纬来体育,https://hls-gateway.vpstv.net/streams/477026.m3u8,重复URL
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8,重复URL
精品体育,https://epg.pw/stream/f7556eccd4ae06b0c2991fdc7a4f8388496559f728cc82459a8e50346040e226.m3u8,重复URL
精品体育,https://epg.pw/stream/94ed0232b61ce8d89883160a4cdfbfc8f3225cae70ef8e17d93eec249a3c8ad6.m3u8,重复URL
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-34.ctv,重复URL
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-38.ctv,重复URL
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-32.ctv,重复URL
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8,重复URL
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-8.m3u8,重复URL
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-19.m3u8,重复URL
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-4.m3u8,重复URL
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8,重复URL
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-7.m3u8,重复URL
江苏体育,https://migu.188766.xyz/?migutoken=90d4e3f3f8a5288cc5aac4a92021e341&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,重复URL
江苏体育,https://migu.188766.xyz/?migutoken=af50fdc5b09032a97cf990bd6f36aef2&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,重复URL
江苏体育,https://migu.188766.xyz/?migutoken=25d75081796a390b82f0299988e556ac&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,重复URL
江苏体育,https://migu.188766.xyz/?migutoken=721cd3a9b6d2cd1a0e378a6a68ae2702&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,重复URL
江苏体育,https://migu.188766.xyz/?migutoken=e37f9d8dbdb18b5cdfd250b672323263&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,重复URL
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1745774515&key=27009aec794adc785b22478c5aa2ae16,重复URL
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1746292937&key=940b0f98a121c28884c74971efaac4de,重复URL
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1746307365&key=6b104d1fc66c5b34b63d0e19c627e0f9,重复URL
安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-4.ctv,重复URL
安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-8.m3u8,重复URL
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8,重复URL
风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8,重复URL
风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq,重复URL
风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8,重复URL
卡酷动画,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8,重复URL
卡酷动画,http://[2409:8087:1a15:10d1::33]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8,重复URL
卡酷动画,http://[2409:8087:5e08:25::16]:6610/200000001898/460000089800010081/1.m3u8,重复URL
卡酷动画,https://migu.188766.xyz/?migutoken=1023983db6b5249e61d4950c1654cd84&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy,重复URL
卡酷动画,https://migu.188766.xyz/?migutoken=2c51384549aec8a85219fdc0c475e40b&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy,重复URL
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8,重复URL
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113,重复URL
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-11.m3u8,重复URL
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-11.m3u8,重复URL
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-9.ctv,重复URL
优漫卡通,https://stream1.freetv.fun/you-man-qia-tong-11.m3u8,重复URL
优漫卡通,https://www.freetv.top/migu/626064703.m3u8?migutoken=7f7c4b909389a0cd5172701768041a0f3887534c4534a68bf1dc85550389e9ab156655484be16e89604513fde9da2f036ebae28d31515b0be32eb12462f5de9d9cab8f00c44671241d5c6e1356,重复URL
优漫卡通,https://www.freetv.top/migu/626064703.m3u8?migutoken=deac6c5275081b54ad412a195e499b7c0cb8f04446b6c80aaa9d3eb1063d620261c68202d59aea05060007b58a62d5d208f16379d861d6f1627c10c9dd894f0bf7e3ca97b04696255e193e871c,重复URL
炫动卡通,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8,重复URL
炫动卡通,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010117,重复URL
炫动卡通,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226931/1.m3u8,重复URL
炫动卡通,https://stream1.freetv.fun/ha-ha-xuan-dong-29.m3u8,重复URL
炫动卡通,https://stream1.freetv.fun/ha-ha-xuan-dong-8.m3u8,重复URL
浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-4.m3u8,重复URL
浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-4.ctv,重复URL
浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-6.ctv,重复URL
浙江少儿,https://stream1.freetv.fun/zhe-jiang-shao-er-9.ctv,重复URL
七龙珠,https://live.metshop.top/huya/11601966,重复URL
猫和老鼠,https://live.metshop.top/huya/11352879,重复URL
风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8,重复URL
风云音乐,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNYY-CQ,重复URL
风云音乐,http://www.qfly9236.cn:8888/rtp/239.253.92.111:8060,重复URL
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8,重复URL
[SD]tennis channel,https://t.freetv.fun/live/tennis-channel-1.m3u8,重复URL
[HD]dazn1,rtmp://f13h.mine.nu/sat/tv731,无效URL（非 http/https/rtsp 开头）
[HD]momo綜合,rtmp://f13h.mine.nu:1935/sat/tv761,无效URL（非 http/https/rtsp 开头）
[HD]momo综合,rtmp://f13h.mine.nu/sat/tv761,无效URL（非 http/https/rtsp 开头）
[SD]smithsonian channel selects,https://t.freetv.fun/live/smithsonian-channel-selects-1.m3u8,重复URL
[BD]中天新闻,rtmp://vip.huahong.pro/live/xingjiaoge-ztxw2,无效URL（非 http/https/rtsp 开头）
[HD]中视,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[HD]台视,rtmp://f13h.mine.nu/sat/tv071,无效URL（非 http/https/rtsp 开头）
[HD]台视,rtmp://f13h.mine.nu:1935/sat/tv071,无效URL（非 http/https/rtsp 开头）
[HD]东森超视,rtmp://f13h.mine.nu/sat/tv331,无效URL（非 http/https/rtsp 开头）
[HD]民視,rtmp://f13h.mine.nu/sat/tv051,无效URL（非 http/https/rtsp 开头）
[HD]纬来日本,rtmp://f13h.mine.nu/sat/tv771,无效URL（非 http/https/rtsp 开头）
[HD]緯來育樂,rtmp://f13h.mine.nu/sat/tv701,无效URL（非 http/https/rtsp 开头）
[HD]纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721,无效URL（非 http/https/rtsp 开头）
[HD]纬来体育,rtmp://f13h.mine.nu/sat/tv721,无效URL（非 http/https/rtsp 开头）
[HD]华视,rtmp://f13h.mine.nu/sat/tv111,无效URL（非 http/https/rtsp 开头）
[HD]非凡新聞,rtmp://f13h.mine.nu/sat/tv581,无效URL（非 http/https/rtsp 开头）
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub,重复URL
CCTV5+,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8,重复URL
